token	tag
Bricklayer',	NN
and	CC
'Electricity	NNP
for	IN
Beginners'.	NNP
Snowball	NN
used	VBD
as	IN
his	PRP$
study	NN
a	DT
shed	NN
which	WDT
had	VBD
once	RB
been	VBN
used	VBN
for	IN
incubators	NNS
and	CC
had	VBD
a	DT
smooth	JJ
wooden	JJ
floor,	NN
suitable	JJ
for	IN
drawing	VBG
on.	.
He	PRP
was	VBD
closeted	JJ
there	RB
for	IN
hours	NNS
at	IN
a	DT
time.	NN
With	IN
his	PRP$
books	NNS
held	VBN
open	JJ
by	IN
a	DT
stone,	NN
and	CC
with	IN
a	DT
piece	NN
of	IN
chalk	NN
gripped	VBN
between	IN
the	DT
knuckles	NNS
of	IN
his	PRP$
trotter,	NN
he	PRP
would	MD
move	VB
rapidly	RB
to	IN
and	CC
fro,	NN
drawing	VBG
in	IN
line	NN
after	IN
line	NN
and	CC
uttering	VBG
little	JJ
whimpers	NNS
of	IN
excitement.	NN
Gradually	RB
the	DT
plans	NNS
grew	VBD
into	IN
a	DT
complicated	JJ
mass	NN
of	IN
cranks	NNS
and	CC
cog-wheels,	NN
covering	VBG
more	JJR
than	IN
half	PDT
the	DT
floor,	NN
which	WDT
the	DT
other	JJ
animals	NNS
found	VBD
completely	RB
unintelligible	JJ
but	CC
very	RB
impressive.	JJ
All	DT
of	IN
them	PRP
came	VBD
to	TO
look	VB
at	IN
Snowball's	NNP
drawings	NNS
at	IN
least	JJS
once	RB
a	DT
day.	NN
Even	RB
the	DT
hens	NNS
and	CC
ducks	NNS
came,	VBD
and	CC
were	VBD
at	IN
pains	NNS
not	RB
to	TO
tread	VB
on	IN
the	DT
chalk	NN
marks.	NN
Only	RB
Napoleon	NNP
held	VBD
aloof.	RB
He	PRP
had	VBD
declared	VBN
himself	PRP
against	IN
the	DT
windmill	NN
from	IN
the	DT
start.	NN
One	CD
day,	NN
however,	WRB
he	PRP
arrived	VBD
unexpectedly	RB
to	TO
examine	VB
the	DT
plans.	NN
He	PRP
walked	VBD
heavily	RB
round	IN
the	DT
shed,	NN
looked	VBD
closely	RB
at	IN
every	DT
detail	NN
of	IN
the	DT
plans	NNS
and	CC
snuffed	VBD
at	IN
them	PRP
once	RB
or	CC
twice,	RB
then	RB
stood	VBD
for	IN
a	DT
little	JJ
while	NN
contemplating	VBG
them	PRP
out	IN
of	IN
the	DT
corner	NN
of	IN
his	PRP$
eye;	NN
then	RB
suddenly	RB
he	PRP
lifted	VBD
his	PRP$
leg,	NN
urinated	VBD
over	IN
the	DT
plans,	NN
and	CC
walked	VBD
out	RB
without	IN
uttering	VBG
a	DT
word.	NN
The	DT
whole	JJ
farm	NN
was	VBD
deeply	RB
divided	VBN
on	IN
the	DT
subject	NN
of	IN
the	DT
windmill.	NN
Snowball	NNP
did	VBD
not	RB
deny	VB
that	DT
to	TO
build	VB
it	PRP
would	MD
be	VB
a	DT
difficult	JJ
business.	NN
Stone	NNP
would	MD
have	VB
to	TO
be	VB
carried	VBN
and	CC
built	VBN
up	RP
into	IN
walls,	NN
then	RB
the	DT
sails	NNS
would	MD
have	VB
to	TO
be	VB
made	VBN
and	CC
after	IN
that	DT
there	EX
would	MD
be	VB
need	NN
for	IN
dynamos	NNS
and	CC
cables.	NNS
(How	UH
these	DT
were	VBD
to	TO
be	VB
procured,	VBN
Snowball	NNP
did	VBD
not	RB
say.)	VB
But	CC
he	PRP
maintained	VBD
that	IN
it	PRP
could	MD
all	DT
be	VB
done	VBN
in	IN
a	DT
year.	NN
And	CC
thereafter,	RB
he	PRP
declared,	VBD
so	RB
much	JJ
labour	NN
would	MD
be	VB
saved	VBN
that	IN
the	DT
animals	NNS
would	MD
only	RB
need	VB
to	TO
work	VB
three	CD
days	NNS
a	DT
week.	NN
Napoleon,	NNP
on	IN
the	DT
other	JJ
hand,	NN
argued	VBD
that	IN
the	DT
great	JJ
need	NN
of	IN
the	DT
moment	NN
was	VBD
to	TO
increase	VB
food	NN
production,	NN
and	CC
that	IN
if	IN
they	PRP
wasted	VBD
time	NN
on	IN
the	DT
windmill	NN
they	PRP
would	MD
all	RB
starve	VB
to	IN
death.	NN
The	DT
animals	NNS
formed	VBD
themselves	PRP
into	IN
two	CD
factions	NNS
under	IN
the	DT
slogan,	NN
"Vote	NN
for	IN
Snowball	NNP
and	CC
the	DT
three-day	CD
week"	NN
and	CC
"Vote	NN
for	IN
Napoleon	NNP
and	CC
the	DT
full	JJ
manger."	NN
Benjamin	NNP
was	VBD
the	DT
only	JJ
animal	NN
who	WP
did	VBD
not	RB
side	VB
with	IN
either	CC
faction.	NN
He	PRP
refused	VBD
to	TO
believe	VB
either	CC
that	IN
food	NN
would	MD
become	VB
more	RBR
plentiful	JJ
or	CC
that	IN
the	DT
windmill	NN
would	MD
save	VB
work.	NN
Windmill	NN
or	CC
no	DT
windmill,	NN
he	PRP
said,	VBD
life	NN
would	MD
go	VB
on	RP
as	IN
it	PRP
had	VBD
always	RB
gone	VBN
on--that	RB
is,	,
badly.	JJ
Apart	RB
from	IN
the	DT
disputes	NNS
over	IN
the	DT
windmill,	NN
there	EX
was	VBD
the	DT
question	NN
of	IN
the	DT
defence	NN
of	IN
the	DT
farm.	NN
It	PRP
was	VBD
fully	RB
realised	VBN
that	IN
though	IN
the	DT
human	JJ
beings	NNS
had	VBD
been	VBN
defeated	VBN
in	IN
the	DT
Battle	NNP
of	IN
the	DT
Cowshed	NNP
they	PRP
might	MD
make	VB
another	DT
and	CC
more	RBR
determined	JJ
attempt	NN
to	TO
recapture	VB
the	DT
farm	NN
and	CC
reinstate	VB
Mr.	NNP
Jones.	NNP
They	PRP
had	VBD
all	PDT
the	DT
more	JJR
reason	NN
for	IN
doing	VBG
so	RB
because	IN
the	DT
news	NN
of	IN
their	PRP$
defeat	NN
had	VBD
spread	VBN
across	IN
the	DT
countryside	NN
and	CC
made	VBD
the	DT
animals	NNS
on	IN
the	DT
neighbouring	VBG
farms	NNS
more	RBR
restive	JJ
than	IN
ever.	.
As	IN
usual,	NNP
Snowball	NNP
and	CC
Napoleon	NNP
were	VBD
in	IN
disagreement.	NN
According	VBG
to	IN
Napoleon,	NNP
what	WP
the	DT
animals	NNS
must	MD
do	VB
was	VBD
to	TO
procure	VB
firearms	NNS
and	CC
train	VB
themselves	PRP
in	IN
the	DT
use	NN
of	IN
them.	PRP
According	VBG
to	IN
Snowball,	NNP
they	PRP
must	MD
send	VB
out	RP
more	JJR
and	CC
more	JJR
pigeons	NNS
and	CC
stir	VB
up	RP
rebellion	NN
among	IN
the	DT
animals	NNS
on	IN
the	DT
other	JJ
farms.	NN
The	DT
one	CD
argued	VBD
that	IN
if	IN
they	PRP
could	MD
not	RB
defend	VB
themselves	PRP
they	PRP
were	VBD
bound	VBN
to	TO
be	VB
conquered,	VBN
the	DT
other	JJ
argued	VBD
that	IN
if	IN
rebellions	NNS
happened	VBD
everywhere	RB
they	PRP
would	MD
have	VB
no	DT
need	NN
to	TO
defend	VB
themselves.	PRP
The	DT
animals	NNS
listened	VBD
first	RB
to	IN
Napoleon,	NNP
then	RB
to	IN
Snowball,	NNP
and	CC
could	MD
not	RB
make	VB
up	RP
their	PRP$
minds	NNS
which	WDT
was	VBD
right;	JJ
indeed,	RB
they	PRP
always	RB
found	VBD
themselves	PRP
in	IN
agreement	NN
with	IN
the	DT
one	NN
who	WP
was	VBD
speaking	VBG
at	IN
the	DT
moment.	NN
At	IN
last	RB
the	DT
day	NN
came	VBD
when	WRB
Snowball's	NNP
plans	NNS
were	VBD
completed.	VBN
At	IN
the	DT
Meeting	NNP
on	IN
the	DT
following	VBG
Sunday	NNP
the	DT
question	NN
of	IN
whether	IN
or	CC
not	RB
to	TO
begin	VB
work	NN
on	IN
the	DT
windmill	NN
was	VBD
to	TO
be	VB
put	VBN
to	IN
the	DT
vote.	NN
When	WRB
the	DT
animals	NNS
had	VBD
assembled	VBN
in	IN
the	DT
big	JJ
barn,	NN
Snowball	NNP
stood	VBD
up	RP
and,	CC
though	IN
occasionally	RB
interrupted	VBN
by	IN
bleating	VBG
from	IN
the	DT
sheep,	NN
set	VBD
forth	RP
his	PRP$
reasons	NNS
for	IN
advocating	VBG
the	DT
building	NN
of	IN
the	DT
windmill.	NN
Then	RB
Napoleon	NNP
stood	VBD
up	RP
to	TO
reply.	VB
He	PRP
said	VBD
very	RB
quietly	RB
that	IN
the	DT
windmill	NN
was	VBD
nonsense	JJ
and	CC
that	IN
he	PRP
advised	VBD
nobody	NN
to	TO
vote	VB
for	IN
it,	PRP
and	CC
promptly	RB
sat	VBD
down	RP
again;	RB
he	PRP
had	VBD
spoken	VBN
for	IN
barely	RB
thirty	CD
seconds,	NN
and	CC
seemed	VBD
almost	RB
indifferent	JJ
as	IN
to	IN
the	DT
effect	NN
he	PRP
produced.	VBD
At	IN
this	DT
Snowball	NNP
sprang	VBD
to	IN
his	PRP$
feet,	NNS
and	CC
shouting	VBG
down	RP
the	DT
sheep,	NN
who	WP
had	VBD
begun	VBN
bleating	VBG
again,	RB
broke	VBD
into	IN
a	DT
passionate	JJ
appeal	NN
in	IN
favour	NN
of	IN
the	DT
windmill.	NN
Until	IN
now	RB
the	DT
animals	NNS
had	VBD
been	VBN
about	RB
equally	RB
divided	VBN
in	IN
their	PRP$
sympathies,	NN
but	CC
in	IN
a	DT
moment	NN
Snowball's	NNP
eloquence	NN
had	VBD
carried	VBN
them	PRP
away.	RB
In	IN
glowing	JJ
sentences	NNS
he	PRP
painted	VBD
a	DT
picture	NN
of	IN
Animal	NNP
Farm	NNP
as	IN
it	PRP
might	MD
be	VB
when	WRB
sordid	JJ
labour	NN
was	VBD
lifted	VBN
from	IN
the	DT
animals'	NN
backs.	NN
His	PRP$
imagination	NN
had	VBD
now	RB
run	VBN
far	RB
beyond	IN
chaff-cutters	NNS
and	CC
turnip-slicers.	NN
Electricity,	NN
he	PRP
said,	VBD
could	MD
operate	VB
threshing	VBG
machines,	NN
ploughs,	NN
harrows,	NN
rollers,	NN
and	CC
reapers	NNS
and	CC
binders,	NN
besides	IN
supplying	VBG
every	DT
stall	NN
with	IN
its	PRP$
own	JJ
electric	JJ
light,	NN
hot	JJ
and	CC
cold	JJ
water,	NN
and	CC
an	DT
electric	JJ
heater.	NN
By	IN
the	DT
time	NN
he	PRP
had	VBD
finished	VBN
speaking,	,
there	EX
was	VBD
no	DT
doubt	NN
as	IN
to	IN
which	WDT
way	NN
the	DT
vote	NN
would	MD
go.	VB
But	CC
just	RB
at	IN
this	DT
moment	NN
Napoleon	NNP
stood	VBD
up	RP
and,	CC
casting	VBG
a	DT
peculiar	JJ
sidelong	JJ
look	NN
at	IN
Snowball,	NNP
uttered	VBD
a	DT
high-pitched	JJ
whimper	NN
of	IN
a	DT
kind	NN
no	DT
one	NN
had	VBD
ever	RB
heard	VBN
him	PRP
utter	VB
before.	.
At	IN
this	DT
there	EX
was	VBD
a	DT
terrible	JJ
baying	NN
sound	NN
outside,	RB
and	CC
nine	CD
enormous	JJ
dogs	NNS
wearing	VBG
brass-studded	JJ
collars	NNS
came	VBD
bounding	VBG
into	IN
the	DT
barn.	NN
They	PRP
dashed	VBD
straight	RB
for	IN
Snowball,	NNP
who	WP
only	RB
sprang	VBD
from	IN
his	PRP$
place	NN
just	RB
in	IN
time	NN
to	TO
escape	VB
their	PRP$
snapping	VBG
jaws.	NN
In	IN
a	DT
moment	NN
he	PRP
was	VBD
out	IN
of	IN
the	DT
door	NN
and	CC
they	PRP
were	VBD
after	IN
him.	PRP
Too	RB
amazed	JJ
and	CC
frightened	JJ
to	TO
speak,	VB
all	PDT
the	DT
animals	NNS
crowded	VBN
through	IN
the	DT
door	NN
to	TO
watch	VB
the	DT
chase.	NN
Snowball	NN
was	VBD
racing	VBG
across	IN
the	DT
long	JJ
pasture	NN
that	WDT
led	VBD
to	IN
the	DT
road.	NN
He	PRP
was	VBD
running	VBG
as	IN
only	RB
a	DT
pig	NN
can	MD
run,	VB
but	CC
the	DT
dogs	NNS
were	VBD
close	JJ
on	IN
his	PRP$
heels.	NN
Suddenly	RB
he	PRP
slipped	VBD
and	CC
it	PRP
seemed	VBD
certain	JJ
that	IN
they	PRP
had	VBD
him.	PRP
Then	RB
he	PRP
was	VBD
up	RB
again,	RB
running	VBG
faster	RBR
than	IN
ever,	RB
then	RB
the	DT
dogs	NNS
were	VBD
gaining	VBG
on	IN
him	PRP
again.	RB
One	CD
of	IN
them	PRP
all	DT
but	CC
closed	VBD
his	PRP$
jaws	NNS
on	IN
Snowball's	NNP
tail,	NN
but	CC
Snowball	NNP
whisked	VBD
it	PRP
free	JJ
just	RB
in	IN
time.	NN
Then	RB
he	PRP
put	VBD
on	RP
an	DT
extra	JJ
spurt	NN
and,	CC
with	IN
a	DT
few	JJ
inches	NNS
to	TO
spare,	VB
slipped	VBN
through	IN
a	DT
hole	NN
in	IN
the	DT
hedge	NN
and	CC
was	VBD
seen	VBN
no	DT
more.	JJR
Silent	JJ
and	CC
terrified,	JJ
the	DT
animals	NNS
crept	VBD
back	RB
into	IN
the	DT
barn.	NN
In	IN
a	DT
moment	NN
the	DT
dogs	NNS
came	VBD
bounding	VBG
back.	RB
At	IN
first	RB
no	DT
one	NN
had	VBD
been	VBN
able	JJ
to	TO
imagine	VB
where	WRB
these	DT
creatures	NNS
came	VBD
from,	RB
but	CC
the	DT
problem	NN
was	VBD
soon	RB
solved:	VBN
they	PRP
were	VBD
the	DT
puppies	NNS
whom	WP
Napoleon	NNP
had	VBD
taken	VBN
away	RB
from	IN
their	PRP$
mothers	NNS
and	CC
reared	VBN
privately.	RB
Though	IN
not	RB
yet	RB
full-grown,	JJ
they	PRP
were	VBD
huge	JJ
dogs,	NN
and	CC
as	RB
fierce-looking	JJ
as	IN
wolves.	NNS
They	PRP
kept	VBD
close	JJ
to	IN
Napoleon.	NNP
It	PRP
was	VBD
noticed	VBN
that	IN
they	PRP
wagged	VBD
their	PRP$
tails	NNS
to	IN
him	PRP
in	IN
the	DT
same	JJ
way	NN
as	IN
the	DT
other	JJ
dogs	NNS
had	VBD
been	VBN
used	VBN
to	TO
do	VB
to	IN
Mr.	NNP
Jones.	NNP
Napoleon,	NNP
with	IN
the	DT
dogs	NNS
following	VBG
him,	PRP
now	RB
mounted	VBN
on	RP
to	IN
the	DT
raised	VBN
portion	NN
of	IN
the	DT
floor	NN
where	WRB
Major	NNP
had	VBD
previously	RB
stood	VBN
to	TO
deliver	VB
his	PRP$
speech.	NN
He	PRP
announced	VBD
that	IN
from	IN
now	RB
on	RB
the	DT
Sunday-morning	NNP
Meetings	NNPS
would	MD
come	VB
to	IN
an	DT
end.	NN
They	PRP
were	VBD
unnecessary,	JJ
he	PRP
said,	VBD
and	CC
wasted	VBD
time.	NN
In	IN
future	NN
all	DT
questions	NNS
relating	VBG
to	IN
the	DT
working	NN
of	IN
the	DT
farm	NN
would	MD
be	VB
settled	VBN
by	IN
a	DT
special	JJ
committee	NN
of	IN
pigs,	NN
presided	VBN
over	RP
by	IN
himself.	PRP
These	DT
would	MD
meet	VB
in	IN
private	JJ
and	CC
afterwards	RB
communicate	VB
their	PRP$
decisions	NNS
to	IN
the	DT
others.	JJ
The	DT
animals	NNS
would	MD
still	RB
assemble	VB
on	IN
Sunday	NNP
mornings	NNS
to	TO
salute	VB
the	DT
flag,	NN
sing	VB
'Beasts	NNS
of	IN
England',	NNP
and	CC
receive	VB
their	PRP$
orders	NNS
for	IN
the	DT
week;	NN
but	CC
there	EX
would	MD
be	VB
no	DT
more	JJR
debates.	NN
In	IN
spite	NN
of	IN
the	DT
shock	NN
that	IN
Snowball's	NNP
expulsion	NN
had	VBD
given	VBN
them,	PRP
the	DT
animals	NNS
were	VBD
dismayed	VBN
by	IN
this	DT
announcement.	NN
Several	JJ
of	IN
them	PRP
would	MD
have	VB
protested	VBN
if	IN
they	PRP
could	MD
have	VB
found	VBN
the	DT
right	JJ
arguments.	NN
Even	RB
Boxer	NNP
was	VBD
vaguely	RB
troubled.	JJ
He	PRP
set	VBD
his	PRP$
ears	NNS
back,	NN
shook	VBD
his	PRP$
forelock	NN
several	JJ
times,	NN
and	CC
tried	VBD
hard	RB
to	TO
marshal	VB
his	PRP$
thoughts;	NN
but	CC
in	IN
the	DT
end	NN
he	PRP
could	MD
not	RB
think	VB
of	IN
anything	NN
to	TO
say.	VB
Some	DT
of	IN
the	DT
pigs	NNS
themselves,	PRP
however,	RB
were	VBD
more	RBR
articulate.	JJ
Four	CD
young	JJ
porkers	NNS
in	IN
the	DT
front	NN
row	NN
uttered	VBD
shrill	JJ
squeals	NNS
of	IN
disapproval,	NN
and	CC
all	DT
four	CD
of	IN
them	PRP
sprang	VBD
to	IN
their	PRP$
feet	NNS
and	CC
began	VBD
speaking	VBG
at	IN
once.	RB
But	CC
suddenly	RB
the	DT
dogs	NNS
sitting	VBG
round	RP
Napoleon	NNP
let	VBD
out	RP
deep,	JJ
menacing	JJ
growls,	NN
and	CC
the	DT
pigs	NNS
fell	VBD
silent	JJ
and	CC
sat	VBD
down	RP
again.	RB
Then	RB
the	DT
sheep	NNS
broke	VBD
out	RP
into	IN
a	DT
tremendous	JJ
bleating	NN
of	IN
"Four	``
legs	NNS
good,	JJ
two	CD
legs	NNS
bad!"	.
which	WDT
went	VBD
on	RP
for	IN
nearly	RB
a	DT
quarter	NN
of	IN
an	DT
hour	NN
and	CC
put	VB
an	DT
end	NN
to	IN
any	DT
chance	NN
of	IN
discussion.	NN
Afterwards	RB
Squealer	NNP
was	VBD
sent	VBN
round	IN
the	DT
farm	NN
to	TO
explain	VB
the	DT
new	JJ
arrangement	NN
to	IN
the	DT
others.	JJ
"Comrades,"	''
he	PRP
said,	VBD
"I	``
trust	VB
that	IN
every	DT
animal	NN
here	RB
appreciates	VBZ
the	DT
sacrifice	NN
that	WDT
Comrade	NNP
Napoleon	NNP
has	VBZ
made	VBN
in	IN
taking	VBG
this	DT
extra	JJ
labour	NN
upon	IN
himself.	PRP
Do	VB
not	RB
imagine,	VB
comrades,	NN
that	IN
leadership	NN
is	VBZ
a	DT
pleasure!	NN
On	IN
the	DT
contrary,	NN
it	PRP
is	VBZ
a	DT
deep	JJ
and	CC
heavy	JJ
responsibility.	NN
No	DT
one	NN
believes	VBZ
more	RBR
firmly	RB
than	IN
Comrade	NNP
Napoleon	NNP
that	IN
all	DT
animals	NNS
are	VBP
equal.	JJ
He	PRP
would	MD
be	VB
only	RB
too	RB
happy	JJ
to	TO
let	VB
you	PRP
make	VB
your	PRP$
decisions	NNS
for	IN
yourselves.	PRP
But	CC
sometimes	RB
you	PRP
might	MD
make	VB
the	DT
wrong	JJ
decisions,	NN
comrades,	NN
and	CC
then	RB
where	WRB
should	MD
we	PRP
be?	VB
Suppose	VB
you	PRP
had	VBD
decided	VBN
to	TO
follow	VB
Snowball,	NNP
with	IN
his	PRP$
moonshine	NN
of	IN
windmills--Snowball,	NN
who,	,
as	IN
we	PRP
now	RB
know,	VBD
was	VBD
no	RB
better	JJR
than	IN
a	DT
criminal?"	NN
"He	PRP
fought	VBD
bravely	RB
at	IN
the	DT
Battle	NNP
of	IN
the	DT
Cowshed,"	NNP
said	VBD
somebody.	NN
"Bravery	NN
is	VBZ
not	RB
enough,"	NN
said	VBD
Squealer.	NNP
"Loyalty	NN
and	CC
obedience	NN
are	VBP
more	RBR
important.	JJ
And	CC
as	IN
to	IN
the	DT
Battle	NNP
of	IN
the	DT
Cowshed,	NNP
I	PRP
believe	VBP
the	DT
time	NN
will	MD
come	VB
when	WRB
we	PRP
shall	MD
find	VB
that	DT
Snowball's	NNP
part	NN
in	IN
it	PRP
was	VBD
much	RB
exaggerated.	JJ
Discipline,	NN
comrades,	JJ
iron	NN
discipline!	NN
That	DT
is	VBZ
the	DT
watchword	NN
for	IN
today.	NN
One	CD
false	JJ
step,	NN
and	CC
our	PRP$
enemies	NNS
would	MD
be	VB
upon	IN
us.	.
Surely,	RB
comrades,	JJ
you	PRP
do	VBP
not	RB
want	VB
Jones	NNP
back?"	VBN
Once	RB
again	RB
this	DT
argument	NN
was	VBD
unanswerable.	JJ
Certainly	RB
the	DT
animals	NNS
did	VBD
not	RB
want	VB
Jones	NNP
back;	JJ
if	IN
the	DT
holding	NN
of	IN
debates	NNS
on	IN
Sunday	NNP
mornings	NNS
was	VBD
liable	JJ
to	TO
bring	VB
him	PRP
back,	RB
then	RB
the	DT
debates	NNS
must	MD
stop.	VB
Boxer,	NNP
who	WP
had	VBD
now	RB
had	VBN
time	NN
to	TO
think	VB
things	NNS
over,	RB
voiced	VBD
the	DT
general	JJ
feeling	NN
by	IN
saying:	VBD
"If	``
Comrade	NNP
Napoleon	NNP
says	VBZ
it,	RB
it	PRP
must	MD
be	VB
right."	JJ
And	CC
from	IN
then	RB
on	RB
he	PRP
adopted	VBD
the	DT
maxim,	NN
"Napoleon	NNP
is	VBZ
always	RB
right,"	JJ
in	IN
addition	NN
to	IN
his	PRP$
private	JJ
motto	NN
of	IN
"I	``
will	MD
work	VB
harder."	''
By	IN
this	DT
time	NN
the	DT
weather	NN
had	VBD
broken	VBN
and	CC
the	DT
spring	NN
ploughing	NN
had	VBD
begun.	VBN
The	DT
shed	NN
where	WRB
Snowball	NNP
had	VBD
drawn	VBN
his	PRP$
plans	NNS
of	IN
the	DT
windmill	NN
had	VBD
been	VBN
shut	VBN
up	RP
and	CC
it	PRP
was	VBD
assumed	VBN
that	IN
the	DT
plans	NNS
had	VBD
been	VBN
rubbed	VBN
off	IN
the	DT
floor.	NN
Every	DT
Sunday	NNP
morning	NN
at	IN
ten	CD
o'clock	NN
the	DT
animals	NNS
assembled	VBN
in	IN
the	DT
big	JJ
barn	NN
to	TO
receive	VB
their	PRP$
orders	NNS
for	IN
the	DT
week.	NN
The	DT
skull	NN
of	IN
old	JJ
Major,	NNP
now	RB
clean	JJ
of	IN
flesh,	NN
had	VBD
been	VBN
disinterred	VBN
from	IN
the	DT
orchard	NN
and	CC
set	VBN
up	RP
on	IN
a	DT
stump	NN
at	IN
the	DT
foot	NN
of	IN
the	DT
flagstaff,	NN
beside	IN
the	DT
gun.	NN
After	IN
the	DT
hoisting	NN
of	IN
the	DT
flag,	NN
the	DT
animals	NNS
were	VBD
required	VBN
to	TO
file	VB
past	IN
the	DT
skull	NN
in	IN
a	DT
reverent	JJ
manner	NN
before	IN
entering	VBG
the	DT
barn.	NN
Nowadays	RB
they	PRP
did	VBD
not	RB
sit	VB
all	RB
together	RB
as	IN
they	PRP
had	VBD
done	VBN
in	IN
the	DT
past.	NN
Napoleon,	NNP
with	IN
Squealer	NNP
and	CC
another	DT
pig	NN
named	VBN
Minimus,	NNP
who	WP
had	VBD
a	DT
remarkable	JJ
gift	NN
for	IN
composing	VBG
songs	NNS
and	CC
poems,	NN
sat	VBD
on	IN
the	DT
front	NN
of	IN
the	DT
raised	VBN
platform,	NN
with	IN
the	DT
nine	CD
young	JJ
dogs	NNS
forming	VBG
a	DT
semicircle	NN
round	IN
them,	DT
and	CC
the	DT
other	JJ
pigs	NNS
sitting	VBG
behind.	RB
The	DT
rest	NN
of	IN
the	DT
animals	NNS
sat	VBD
facing	VBG
them	PRP
in	IN
the	DT
main	JJ
body	NN
of	IN
the	DT
barn.	NN
Napoleon	NNP
read	VBD
out	RP
the	DT
orders	NNS
for	IN
the	DT
week	NN
in	IN
a	DT
gruff	JJ
soldierly	JJ
style,	NN
and	CC
after	IN
a	DT
single	JJ
singing	NN
of	IN
'Beasts	NNP
of	IN
England',	NNP
all	PDT
the	DT
animals	NNS
dispersed.	VBN
On	IN
the	DT
third	JJ
Sunday	NNP
after	IN
Snowball's	NNP
expulsion,	NN
the	DT
animals	NNS
were	VBD
somewhat	RB
surprised	JJ
to	TO
hear	VB
Napoleon	NNP
announce	VB
that	IN
the	DT
windmill	NN
was	VBD
to	TO
be	VB
built	VBN
after	IN
all.	RB
He	PRP
did	VBD
not	RB
give	VB
any	DT
reason	NN
for	IN
having	VBG
changed	VBN
his	PRP$
mind,	NN
but	CC
merely	RB
warned	VBD
the	DT
animals	NNS
that	IN
this	DT
extra	JJ
task	NN
would	MD
mean	VB
very	RB
hard	JJ
work,	NN
it	PRP
might	MD
even	RB
be	VB
necessary	JJ
to	TO
reduce	VB
their	PRP$
rations.	NNS
The	DT
plans,	NN
however,	RB
had	VBD
all	DT
been	VBN
prepared,	VBN
down	RB
to	IN
the	DT
last	JJ
detail.	NN
A	DT
special	JJ
committee	NN
of	IN
pigs	NNS
had	VBD
been	VBN
at	IN
work	NN
upon	IN
them	PRP
for	IN
the	DT
past	JJ
three	CD
weeks.	NNS
The	DT
building	NN
of	IN
the	DT
windmill,	NN
with	IN
various	JJ
other	JJ
improvements,	NN
was	VBD
expected	VBN
to	TO
take	VB
two	CD
years.	NNS
That	DT
evening	NN
Squealer	NNP
explained	VBD
privately	RB
to	IN
the	DT
other	JJ
animals	NNS
that	IN
Napoleon	NNP
had	VBD
never	RB
in	IN
reality	NN
been	VBN
opposed	JJ
to	IN
the	DT
windmill.	NN
On	IN
the	DT
contrary,	NN
it	PRP
was	VBD
he	PRP
who	WP
had	VBD
advocated	VBN
it	PRP
in	IN
the	DT
beginning,	NN
and	CC
the	DT
plan	NN
which	WDT
Snowball	NNP
had	VBD
drawn	VBN
on	IN
the	DT
floor	NN
of	IN
the	DT
incubator	NN
shed	VBD
had	VBD
actually	RB
been	VBN
stolen	VBN
from	IN
among	IN
Napoleon's	NNP
papers.	NN
The	DT
windmill	NN
was,	VBD
in	IN
fact,	JJ
Napoleon's	NNP
own	JJ
creation.	NN
Why,	WRB
then,	NNP
asked	VBD
somebody,	NN
had	VBD
he	PRP
spoken	VBN
so	RB
strongly	RB
against	IN
it?	.
Here	RB
Squealer	NNP
looked	VBD
very	RB
sly.	JJ
That,	RB
he	PRP
said,	VBD
was	VBD
Comrade	NNP
Napoleon's	NNP
cunning.	NN
He	PRP
had	VBD
SEEMED	VBN
to	TO
oppose	VB
the	DT
windmill,	NN
simply	RB
as	IN
a	DT
manoeuvre	NN
to	TO
get	VB
rid	VBN
of	IN
Snowball,	NNP
who	WP
was	VBD
a	DT
dangerous	JJ
character	NN
and	CC
a	DT
bad	JJ
influence.	NN
Now	RB
that	IN
Snowball	NNP
was	VBD
out	IN
of	IN
the	DT
way,	NN
the	DT
plan	NN
could	MD
go	VB
forward	RB
without	IN
his	PRP$
interference.	NN
This,	NNP
said	VBD
Squealer,	NNP
was	VBD
something	NN
called	VBN
tactics.	NN
He	PRP
repeated	VBD
a	DT
number	NN
of	IN
times,	NN
"Tactics,	''
comrades,	NN
tactics!"	''
skipping	VBG
round	RB
and	CC
whisking	VBG
his	PRP$
tail	NN
with	IN
a	DT
merry	JJ
laugh.	NN
The	DT
animals	NNS
were	VBD
not	RB
certain	JJ
what	WP
the	DT
word	NN
meant,	VBD
but	CC
Squealer	NNP
spoke	VBD
so	RB
persuasively,	RB
and	CC
the	DT
three	CD
dogs	NNS
who	WP
happened	VBD
to	TO
be	VB
with	IN
him	PRP
growled	VBD
so	RB
threateningly,	JJ
that	IN
they	PRP
accepted	VBD
his	PRP$
explanation	NN
without	IN
further	JJ
questions.	NN
<h2>Chapter	NNP
VI</h2>	NNP
All	PDT
that	DT
year	NN
the	DT
animals	NNS
worked	VBD
like	IN
slaves.	NN
But	CC
they	PRP
were	VBD
happy	JJ
in	IN
their	PRP$
work;	JJ
they	PRP
grudged	VBD
no	DT
effort	NN
or	CC
sacrifice,	NN
well	RB
aware	JJ
that	IN
everything	NN
that	WDT
they	PRP
did	VBD
was	VBD
for	IN
the	DT
benefit	NN
of	IN
themselves	PRP
and	CC
those	DT
of	IN
their	PRP$
kind	NN
who	WP
would	MD
come	VB
after	IN
them,	DT
and	CC
not	RB
for	IN
